gene	group	gene_id	gene_description	tf_family
Cvig_LOC111126975	1	111126975	signal recognition particle receptor subunit alpha-like%2C transcript variant X1 && sp|Q9U5L1|SRPRA_DROME Signal recognition particle receptor subunit alpha homolog OS=Drosophila melanogaster OX=7227 GN=SrpRalpha PE=1 SV=2 && PF00448:SRP54-type protein, GTPase domain|PF04086:Signal recognition particle, alpha subunit, N-terminal|PF02881:SRP54-type protein, helical bundle domain	""
Cvig_LOC111110307	1	111110307	cholesterol 7-alpha-monooxygenase-like && sp|O75881|CP7B1_HUMAN Cytochrome P450 7B1 OS=Homo sapiens OX=9606 GN=CYP7B1 PE=1 SV=2 && PF00067:Cytochrome P450	p450
Cvig_LOC111119028	1	111119028	uncharacterized LOC111119028%2C transcript variant X1 && - && -	""
Cvig_LOC111136319	1	111136319	caspase-7-like && sp|P55866|CASP3_XENLA Caspase-3 OS=Xenopus laevis OX=8355 GN=casp3 PE=2 SV=1 && PF00656:Caspase domain	Peptidase_C14
Cvig_LOC111103001	1	111103001	chorion peroxidase-like && sp|A4IGL7|PXDN_XENTR Peroxidasin OS=Xenopus tropicalis OX=8364 GN=pxdn PE=2 SV=1 && PF03098:Animal haem peroxidase	An_peroxidase
Cvig_LOC111104184	1	111104184	chorion peroxidase-like && sp|A4IGL7|PXDN_XENTR Peroxidasin OS=Xenopus tropicalis OX=8364 GN=pxdn PE=2 SV=1 && PF03098:Animal haem peroxidase	An_peroxidase
Cvig_LOC111101463	1	111101463	uncharacterized LOC111101463 && - && -	""
Cvig_LOC111125076	1	111125076	surfeit locus protein 4-like && sp|O57590|SURF4_TAKRU Surfeit locus protein 4 OS=Takifugu rubripes OX=31033 GN=surf4 PE=3 SV=1 && PF02077:SURF4 family|PF05477:Surfeit locus protein 2 (SURF2)	SURF4
Cvig_LOC111132075	1	111132075	acetyl-coenzyme A transporter 1-like && sp|Q6AYY8|ACATN_RAT Acetyl-coenzyme A transporter 1 OS=Rattus norvegicus OX=10116 GN=Slc33a1 PE=2 SV=1 && PF13000:Acetyl-coenzyme A transporter 1	""
Cvig_LOC111109132	1	111109132	uncharacterized LOC111109132%2C transcript variant X1 && sp|Q5BIP8|DNJB5_BOVIN DnaJ homolog subfamily B member 5 OS=Bos taurus OX=9913 GN=DNAJB5 PE=2 SV=1 && PF00226:DnaJ domain	DnaJ
Cvig_LOC111134345	1	111134345	uncharacterized LOC111134345 && - && PF03281:Mab-21 protein	""
Cvig_LOC111127976	1	111127976	glucosamine 6-phosphate N-acetyltransferase-like && sp|Q96EK6|GNA1_HUMAN Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens OX=9606 GN=GNPNAT1 PE=1 SV=1 && PF00583:Acetyltransferase (GNAT) family	Acetyltransf_1
Cvig_LOC111130329	1	111130329	protein toll-like && - && PF01582:TIR domain|PF13855:Leucine rich repeat	TIR
Cvig_LOC111138323	1	111138323	ubiquitin carboxyl-terminal hydrolase 30-like && sp|A4QNN3|UBP30_XENTR Ubiquitin carboxyl-terminal hydrolase 30 OS=Xenopus tropicalis OX=8364 GN=usp30 PE=2 SV=1 && PF00443:Ubiquitin carboxyl-terminal hydrolase	UCH
Cvig_LOC111136488	1	111136488	interleukin-1 receptor-associated kinase 4-like && sp|Q8R4K2|IRAK4_MOUSE Interleukin-1 receptor-associated kinase 4 OS=Mus musculus OX=10090 GN=Irak4 PE=1 SV=1 && PF00069:Protein kinase domain|PF14786:Tube Death domain	Pkinase
Cvig_LOC111135806	1	111135806	uncharacterized LOC111135806%2C transcript variant X1 && sp|Q8TDB6|DTX3L_HUMAN E3 ubiquitin-protein ligase DTX3L OS=Homo sapiens OX=9606 GN=DTX3L PE=1 SV=1 && PF13639:Ring finger domain|PF18102:Deltex C-terminal domain	""
Cvig_LOC111123372	1	111123372	caspase-8-like%2C transcript variant X1 && sp|O89110|CASP8_MOUSE Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1 && PF00656:Caspase domain|PF01335:Death effector domain	Peptidase_C14
Cvig_LOC111111195	1	111111195	ELL-associated factor 1-like && sp|Q96JC9|EAF1_HUMAN ELL-associated factor 1 OS=Homo sapiens OX=9606 GN=EAF1 PE=1 SV=1 && PF09816:RNA polymerase II transcription elongation factor	""
Cvig_LOC111126711	1	111126711	caspase-8-like%2C transcript variant X1 && sp|Q9JHX4|CASP8_RAT Caspase-8 OS=Rattus norvegicus OX=10116 GN=Casp8 PE=1 SV=1 && PF00656:Caspase domain|PF01335:Death effector domain	Peptidase_C14
Cvig_LOC111136495	1	111136495	uncharacterized LOC111136495%2C transcript variant X1 && sp|Q8TDB6|DTX3L_HUMAN E3 ubiquitin-protein ligase DTX3L OS=Homo sapiens OX=9606 GN=DTX3L PE=1 SV=1 && PF13639:Ring finger domain|PF18102:Deltex C-terminal domain	""
Cvig_LOC111102546	1	111102546	uncharacterized LOC111102546 && - && -	""
Cvig_LOC111104677	1	111104677	uncharacterized LOC111104677 && - && -	""
Cvig_LOC111136183	1	111136183	endonuclease/exonuclease/phosphatase family domain-containing protein 1-like%2C transcript variant X1 && sp|Q7L9B9|EEPD1_HUMAN Endonuclease/exonuclease/phosphatase family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EEPD1 PE=1 SV=2 && PF12836:Helix-hairpin-helix motif	""
Cvig_LOC111130564	1	111130564	protein AF-9-like && sp|A2AM29|AF9_MOUSE Protein AF-9 OS=Mus musculus OX=10090 GN=Mllt3 PE=1 SV=1 && PF17793:ANC1 homology domain (AHD)|PF03366:YEATS family	""
Cvig_LOC111131259	1	111131259	uncharacterized LOC111131259 && sp|Q9ULE3|DEN2A_HUMAN DENN domain-containing protein 2A OS=Homo sapiens OX=9606 GN=DENND2A PE=1 SV=4 && PF02141:DENN (AEX-3) domain|PF03456:uDENN domain|PF03455:dDENN domain	DENN
Cvig_LOC111135109	1	111135109	dual specificity protein phosphatase 4-like && sp|Q13115|DUS4_HUMAN Dual specificity protein phosphatase 4 OS=Homo sapiens OX=9606 GN=DUSP4 PE=1 SV=1 && PF00581:Rhodanese-like domain|PF00782:Dual specificity phosphatase, catalytic domain	DSPc
Cvig_LOC111124889	1	111124889	uncharacterized LOC111124889%2C transcript variant X2 && sp|Q8VHQ2|SOCS7_MOUSE Suppressor of cytokine signaling 7 OS=Mus musculus OX=10090 GN=Socs7 PE=1 SV=1 && PF00017:SH2 domain|PF07525:SOCS box	SH2
Cvig_LOC111100878	1	111100878	uncharacterized LOC111100878%2C transcript variant X1 && - && PF15009:Transmembrane protein 173|PF13676:TIR domain	""
Cvig_LOC111136511	1	111136511	E3 ubiquitin-protein ligase RGLG4-like%2C transcript variant X7 && sp|Q9SAL0|RGLG4_ARATH E3 ubiquitin-protein ligase RGLG4 OS=Arabidopsis thaliana OX=3702 GN=RGLG4 PE=1 SV=1 && PF07002:Copine	""
Cvig_LOC111124467	1	111124467	phosphatidylinositol 4-kinase beta-like%2C transcript variant X1 && sp|O08561|PI4KB_RAT Phosphatidylinositol 4-kinase beta OS=Rattus norvegicus OX=10116 GN=Pi4kb PE=1 SV=1 && PF00454:Phosphatidylinositol 3- and 4-kinase	PI3_PI4_kinase
Cvig_LOC111130733	1	111130733	ceramide glucosyltransferase-like%2C transcript variant X3 && sp|Q16739|CEGT_HUMAN Ceramide glucosyltransferase OS=Homo sapiens OX=9606 GN=UGCG PE=1 SV=1 && PF13506:Glycosyl transferase family 21	""
Cvig_LOC111100749	1	111100749	5-hydroxytryptamine receptor 1-like && - && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111103818	1	111103818	uncharacterized LOC111103818 && - && -	""
Cvig_LOC111099631	1	111099631	uncharacterized LOC111099631%2C transcript variant X2 && sp|Q24307|DIAP2_DROME Death-associated inhibitor of apoptosis 2 OS=Drosophila melanogaster OX=7227 GN=Diap2 PE=1 SV=3 && -	""
Cvig_LOC111112596	1	111112596	bcl-2-like protein 1%2C transcript variant X2 && sp|Q64373|B2CL1_MOUSE Bcl-2-like protein 1 OS=Mus musculus OX=10090 GN=Bcl2l1 PE=1 SV=1 && PF00452:Apoptosis regulator proteins, Bcl-2 family	""
Cvig_LOC111131820	1	111131820	uncharacterized LOC111131820%2C transcript variant X1 && - && -	""
Cvig_LOC111104929	1	111104929	uncharacterized LOC111104929 && - && -	""
Cvig_LOC111125522	1	111125522	spliceosome RNA helicase DDX39B-like && sp|Q5ZHZ0|DX39B_CHICK Spliceosome RNA helicase DDX39B OS=Gallus gallus OX=9031 GN=DDX39B PE=2 SV=1 && PF00270:DEAD/DEAH box helicase|PF00271:Helicase conserved C-terminal domain	DEAD
Cvig_LOC111122988	1	111122988	tripartite motif-containing protein 2-like && sp|E9QHE3|RN207_DANRE RING finger protein 207 OS=Danio rerio OX=7955 GN=rnf207b PE=3 SV=1 && PF00643:B-box zinc finger	zf-B_box
Cvig_LOC111132485	1	111132485	- && - && PF07690:Major Facilitator Superfamily	MFS_1
Cvig_novel.547	1	novel.547	""	""
Cvig_LOC111099455	1	111099455	shematrin-like protein 2 && - && -	""
Cvig_LOC111136836	1	111136836	uncharacterized LOC111136836%2C transcript variant X1 && - && -	""
Cvig_LOC111123328	1	111123328	uncharacterized LOC111123328%2C transcript variant X3 && - && -	""
Cvig_novel.1597	1	novel.1597	""	""
Cvig_LOC111137706	1	111137706	coagulation factor XII-like && - && -	""
Cvig_LOC111121619	1	111121619	somatostatin receptor type 2-like && - && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111120481	1	111120481	uncharacterized LOC111120481 && - && -	""
Cvig_LOC111118419	1	111118419	uncharacterized LOC111118419%2C transcript variant X1 && - && -	""
Cvig_LOC111118192	1	111118192	prostaglandin E2 receptor EP4 subtype-like && sp|P32240|PE2R4_MOUSE Prostaglandin E2 receptor EP4 subtype OS=Mus musculus OX=10090 GN=Ptger4 PE=2 SV=1 && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111120936	1	111120936	prostaglandin E2 receptor EP4 subtype-like && sp|P32240|PE2R4_MOUSE Prostaglandin E2 receptor EP4 subtype OS=Mus musculus OX=10090 GN=Ptger4 PE=2 SV=1 && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111122946	1	111122946	Golgi-associated plant pathogenesis-related protein 1-like && sp|P47032|PRY1_YEAST Protein PRY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRY1 PE=1 SV=1 && PF00188:Cysteine-rich secretory protein family	SCP
Cvig_LOC111114811	1	111114811	- && sp|Q8BWD2|IP6K3_MOUSE Inositol hexakisphosphate kinase 3 OS=Mus musculus OX=10090 GN=Ip6k3 PE=2 SV=1 && PF03770:Inositol polyphosphate kinase	""
Cvig_LOC111130255	1	111130255	rho-related GTP-binding protein RhoJ-like && sp|Q01112|CDC42_SCHPO Cell division control protein 42 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cdc42 PE=1 SV=1 && PF00071:Ras family	Ras
Cvig_LOC111125757	1	111125757	immediate early response gene 5-like protein && - && PF05760:Immediate early response protein (IER)	""
Cvig_LOC111106015	1	111106015	mesencephalic astrocyte-derived neurotrophic factor homolog && sp|B4K5R6|ARMET_DROMO Mesencephalic astrocyte-derived neurotrophic factor homolog OS=Drosophila mojavensis OX=7230 GN=Manf PE=3 SV=1 && PF10208:Degradation arginine-rich protein for mis-folding	""
Cvig_LOC111134641	1	111134641	receptor-interacting serine/threonine-protein kinase 1-like && - && PF00531:Death domain	Death
Cvig_LOC111121125	1	111121125	uncharacterized LOC111121125%2C transcript variant X1 && - && -	""
Cvig_novel.1659	1	novel.1659	""	""
Cvig_LOC111137365	1	111137365	NF-kappa-B inhibitor alpha-like && sp|Q04861|NFKB1_CHICK Nuclear factor NF-kappa-B p105 subunit OS=Gallus gallus OX=9031 GN=NFKB1 PE=2 SV=2 && PF12796:Ankyrin repeats (3 copies)	""
Cvig_LOC111136768	1	111136768	uncharacterized LOC111136768 && sp|Q58588|Y1187_METJA Uncharacterized protein MJ1187 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1187 PE=1 SV=1 && PF03747:ADP-ribosylglycohydrolase	""
Cvig_LOC111125569	1	111125569	anhydro-N-acetylmuramic acid kinase-like%2C transcript variant X1 && sp|Q30NT6|ANMK_SULDN Anhydro-N-acetylmuramic acid kinase OS=Sulfurimonas denitrificans (strain ATCC 33889 / DSM 1251) OX=326298 GN=anmK PE=3 SV=1 && PF03702:Anhydro-N-acetylmuramic acid kinase	""
Cvig_LOC111119893	1	111119893	transcription factor kayak-like%2C transcript variant X1 && - && PF00170:bZIP transcription factor	bZIP_1
Cvig_LOC111112829	1	111112829	uncharacterized LOC111112829%2C transcript variant X2 && - && -	""
Cvig_LOC111112291	1	111112291	vesicle transport protein USE1-like && sp|Q9CQ56|USE1_MOUSE Vesicle transport protein USE1 OS=Mus musculus OX=10090 GN=Use1 PE=1 SV=1 && PF09753:Membrane fusion protein Use1	""
Cvig_LOC111102422	1	111102422	kyphoscoliosis peptidase-like%2C transcript variant X1 && - && PF01841:Transglutaminase-like superfamily	Transglut_core
Cvig_LOC111125525	1	111125525	uncharacterized LOC111125525 && - && -	""
Cvig_LOC111131108	1	111131108	NF-kappa-B inhibitor alpha-like && sp|Q04861|NFKB1_CHICK Nuclear factor NF-kappa-B p105 subunit OS=Gallus gallus OX=9031 GN=NFKB1 PE=2 SV=2 && PF00023:Ankyrin repeat|PF12796:Ankyrin repeats (3 copies)	Ank
Cvig_LOC111131219	1	111131219	NF-kappa-B inhibitor alpha-like && sp|Q04861|NFKB1_CHICK Nuclear factor NF-kappa-B p105 subunit OS=Gallus gallus OX=9031 GN=NFKB1 PE=2 SV=2 && PF00023:Ankyrin repeat|PF12796:Ankyrin repeats (3 copies)	Ank
Cvig_LOC111137187	1	111137187	uncharacterized LOC111137187 && - && -	""
Cvig_LOC111126809	1	111126809	glutamine synthetase 2 cytoplasmic-like%2C transcript variant X1 && sp|P20478|GLNA2_DROME Glutamine synthetase 2 cytoplasmic OS=Drosophila melanogaster OX=7227 GN=Gs2 PE=2 SV=3 && PF00120:Glutamine synthetase, catalytic domain|PF03951:Glutamine synthetase, beta-Grasp domain	""
Cvig_LOC111114558	1	111114558	rho-related GTP-binding protein RhoE-like && sp|Q5R9F4|RND3_PONAB Rho-related GTP-binding protein RhoE OS=Pongo abelii OX=9601 GN=RND3 PE=2 SV=1 && PF00071:Ras family	Ras
Cvig_LOC111134758	1	111134758	RING finger protein 145-like && sp|Q5SWK7|RN145_MOUSE RING finger protein 145 OS=Mus musculus OX=10090 GN=Rnf145 PE=1 SV=1 && PF13705:TRC8 N-terminal domain|PF13639:Ring finger domain	""
Cvig_LOC111102451	1	111102451	putative inhibitor of apoptosis && sp|O62640|PIAP_PIG Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1 && PF00653:Inhibitor of Apoptosis domain|PF13920:Zinc finger, C3HC4 type (RING finger)	BIR
Cvig_LOC111118462	1	111118462	uncharacterized LOC111118462%2C transcript variant X2 && - && -	""
Cvig_LOC111102548	1	111102548	kyphoscoliosis peptidase-like%2C transcript variant X1 && - && PF01841:Transglutaminase-like superfamily	Transglut_core
Cvig_novel.69	1	novel.69	""	""
Cvig_LOC111131320	1	111131320	anti-apoptotic protein NR13-like && sp|O02703|BAX_BOVIN Apoptosis regulator BAX OS=Bos taurus OX=9913 GN=BAX PE=2 SV=1 && PF00452:Apoptosis regulator proteins, Bcl-2 family	""
Cvig_LOC111105597	1	111105597	E3 ubiquitin-protein ligase XIAP-like%2C transcript variant X2 && sp|P41436|IAP_GVCPM Apoptosis inhibitor IAP OS=Cydia pomonella granulosis virus (isolate Mexico/1963) OX=654905 GN=IAP PE=4 SV=1 && PF00653:Inhibitor of Apoptosis domain	BIR
Cvig_LOC111099688	1	111099688	E3 ubiquitin-protein ligase XIAP-like%2C transcript variant X2 && sp|P41436|IAP_GVCPM Apoptosis inhibitor IAP OS=Cydia pomonella granulosis virus (isolate Mexico/1963) OX=654905 GN=IAP PE=4 SV=1 && PF00653:Inhibitor of Apoptosis domain	BIR
Cvig_LOC111106377	1	111106377	ankyrin repeat and protein kinase domain-containing protein 1-like && - && PF12796:Ankyrin repeats (3 copies)	""
Cvig_LOC111115357	1	111115357	uncharacterized LOC111115357%2C transcript variant X1 && - && PF03175:DNA polymerase type B, organellar and viral	DNA_pol_B_2
Cvig_LOC111114845	1	111114845	toll-like receptor Tollo && - && PF13855:Leucine rich repeat	""
Cvig_LOC111125728	1	111125728	proprotein convertase subtilisin/kexin type 6-like && sp|P26016|FUR11_DROME Furin-like protease 1, isoforms 1/1-X/2 OS=Drosophila melanogaster OX=7227 GN=Fur1 PE=2 SV=2 && PF00082:Subtilase family|PF01483:Proprotein convertase P-domain	Peptidase_S8
Cvig_LOC111132981	1	111132981	uncharacterized LOC111132981%2C transcript variant X2 && - && -	""
Cvig_LOC111126350	1	111126350	uncharacterized LOC111126350%2C transcript variant X2 && - && PF04970:Lecithin retinol acyltransferase	""
Cvig_LOC111125375	1	111125375	uncharacterized LOC111125375%2C transcript variant X3 && sp|P49797|RGS3_RAT Regulator of G-protein signaling 3 OS=Rattus norvegicus OX=10116 GN=Rgs3 PE=1 SV=2 && PF00615:Regulator of G protein signaling domain	RGS
Cvig_LOC111099098	1	111099098	uncharacterized LOC111099098 && - && PF06083:Interleukin-17	""
Cvig_LOC111117432	1	111117432	uncharacterized LOC111117432 && - && PF03372:Endonuclease/Exonuclease/phosphatase family	Exo_endo_phos
Cvig_LOC111137647	1	111137647	ras-related protein Rab-24-like%2C transcript variant X3 && sp|Q969Q5|RAB24_HUMAN Ras-related protein Rab-24 OS=Homo sapiens OX=9606 GN=RAB24 PE=1 SV=1 && PF00071:Ras family	Ras
Cvig_LOC111100556	1	111100556	metallo-beta-lactamase domain-containing protein 1-like && sp|Q498J9|MBLC1_XENLA Metallo-beta-lactamase domain-containing protein 1 OS=Xenopus laevis OX=8355 GN=mblac1 PE=2 SV=2 && PF00753:Metallo-beta-lactamase superfamily	Lactamase_B
Cvig_LOC111111500	1	111111500	uncharacterized LOC111111500 && - && PF00643:B-box zinc finger	zf-B_box
Cvig_LOC111132133	1	111132133	uncharacterized protein C3orf38 homolog%2C transcript variant X1 && sp|Q0VCL9|CC038_BOVIN Uncharacterized protein C3orf38 homolog OS=Bos taurus OX=9913 PE=2 SV=2 && PF15008:Domain of unknown function (DUF4518)	""
Cvig_LOC111135882	1	111135882	uncharacterized LOC111135882%2C transcript variant X1 && - && PF02033:Ribosome-binding factor A	""
Cvig_LOC111123132	1	111123132	tRNA 2'-phosphotransferase 1-like%2C transcript variant X2 && sp|O14045|TPT1_SCHPO Putative tRNA 2'-phosphotransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC2C4.12c PE=3 SV=2 && PF01885:RNA 2'-phosphotransferase, Tpt1 / KptA family	""
Cvig_LOC111110758	1	111110758	uncharacterized LOC111110758 && - && PF00754:F5/8 type C domain	F5_F8_type_C
Cvig_LOC111126661	1	111126661	7-methylguanosine phosphate-specific 5'-nucleotidase A-like%2C transcript variant X2 && sp|Q7ZWS2|5N3BA_XENLA 7-methylguanosine phosphate-specific 5'-nucleotidase A OS=Xenopus laevis OX=8355 GN=Nt5c3b-a PE=2 SV=2 && PF05822:Pyrimidine 5'-nucleotidase (UMPH-1)	""
Cvig_LOC111128326	1	111128326	uncharacterized LOC111128326%2C transcript variant X1 && - && PF03372:Endonuclease/Exonuclease/phosphatase family	Exo_endo_phos
Cvig_novel.1098	1	novel.1098	""	""
Cvig_LOC111099150	1	111099150	ras-related protein Rab-24-like%2C transcript variant X2 && sp|Q969Q5|RAB24_HUMAN Ras-related protein Rab-24 OS=Homo sapiens OX=9606 GN=RAB24 PE=1 SV=1 && PF00071:Ras family	Ras
Cvig_novel.720	1	novel.720	""	""
Cvig_LOC111123062	1	111123062	uncharacterized LOC111123062 && - && PF01612:3'-5' exonuclease	3_5_exonuc
Cvig_LOC111126290	1	111126290	uncharacterized LOC111126290 && - && PF01612:3'-5' exonuclease	3_5_exonuc
Cvig_LOC111131702	1	111131702	uncharacterized LOC111131702%2C transcript variant X3 && - && -	""
Cvig_novel.1150	1	novel.1150	""	""
Cvig_LOC111127250	1	111127250	uncharacterized LOC111127250 && - && PF01753:MYND finger	zf-MYND
Cvig_LOC111127194	1	111127194	uncharacterized LOC111127194%2C transcript variant X2 && - && PF00657:GDSL-like Lipase/Acylhydrolase	Lipase_GDSL
Cvig_LOC111118401	1	111118401	uncharacterized LOC111118401 && - && -	""
Cvig_LOC111107768	1	111107768	uncharacterized LOC111107768 && - && -	""
Cvig_LOC111107555	1	111107555	RNA-dependent RNA polymerase 1-like%2C transcript variant X1 && sp|Q9LQV2|RDR1_ARATH RNA-dependent RNA polymerase 1 OS=Arabidopsis thaliana OX=3702 GN=RDR1 PE=2 SV=1 && PF05183:RNA dependent RNA polymerase	""
Cvig_LOC111134404	1	111134404	nicotinate phosphoribosyltransferase-like%2C transcript variant X2 && sp|Q9VQX4|PNCB_DROME Nicotinate phosphoribosyltransferase OS=Drosophila melanogaster OX=7227 GN=Naprt PE=2 SV=2 && PF17767:Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain|PF04095:Nicotinate phosphoribosyltransferase (NAPRTase) family|PF17956:Nicotinate phosphoribosyltransferase C-terminal domain	""
Cvig_LOC111108349	1	111108349	uncharacterized LOC111108349 && sp|Q9LQV2|RDR1_ARATH RNA-dependent RNA polymerase 1 OS=Arabidopsis thaliana OX=3702 GN=RDR1 PE=2 SV=1 && PF05183:RNA dependent RNA polymerase	""
Cvig_LOC111103709	1	111103709	melatonin receptor type 1B-A-like && sp|Q5YKK9|OPN4_FELCA Melanopsin OS=Felis catus OX=9685 GN=OPN4 PE=2 SV=1 && PF00001:7 transmembrane receptor (rhodopsin family)	7tm_1
Cvig_LOC111134183	1	111134183	uncharacterized LOC111134183 && - && PF00229:TNF(Tumour Necrosis Factor) family	""
Cvig_LOC111126457	1	111126457	tumor necrosis factor receptor superfamily member 16-like%2C transcript variant X4 && - && PF00020:TNFR/NGFR cysteine-rich region	""
Cvig_LOC111131845	1	111131845	uncharacterized LOC111131845 && - && PF00656:Caspase domain	Peptidase_C14
Cvig_LOC111127272	1	111127272	uncharacterized LOC111127272 && - && -	""
Cvig_LOC111127393	1	111127393	uncharacterized LOC111127393 && - && -	""
Cvig_LOC111124646	1	111124646	uncharacterized LOC111124646 && - && PF00822:PMP-22/EMP/MP20/Claudin family	""
Cvig_LOC111103167	1	111103167	uncharacterized LOC111103167%2C transcript variant X1 && - && -	""
Cvig_LOC111103107	1	111103107	uncharacterized LOC111103107%2C transcript variant X1 && - && -	""
Cvig_LOC111123540	1	111123540	serum amyloid A-5 protein-like && sp|P81491|SAA5_MESAU Serum amyloid A-5 protein OS=Mesocricetus auratus OX=10036 PE=1 SV=1 && PF00277:Serum amyloid A protein	""
Cvig_LOC111137425	1	111137425	uncharacterized LOC111137425 && - && -	""
